Volumenindex des Umsatzes, Vorleistungsgüter insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/03/1997;69,2;.;71,3;0,8
01/04/1997;77,8;.;71,5;0,3
01/05/1997;67,7;.;71,2;-0,4
01/06/1997;77,4;.;72,6;2,0
01/07/1997;76,3;.;73,5;1,2
01/08/1997;65,9;.;72,4;-1,5
01/09/1997;80,1;.;73,1;1,0
01/10/1997;79,5;.;74,1;1,4
01/11/1997;74,8;.;73,8;-0,4
01/12/1997;65,5;.;75,8;2,7
01/01/1998;68,4;4,0;74,7;-1,5
01/02/1998;70,1;6,1;74,7;0,0
01/03/1998;81,2;17,3;75,3;0,8
01/04/1998;75,6;-2,8;74,6;-0,9
01/05/1998;72,7;7,4;74,6;0,0
01/06/1998;77,3;-0,1;74,4;-0,3
01/07/1998;77,6;1,7;74,5;0,1
01/08/1998;67,5;2,4;73,5;-1,3
01/09/1998;80,2;0,1;73,2;-0,4
01/10/1998;78,3;-1,5;72,6;-0,8
01/11/1998;74,7;-0,1;71,4;-1,7
01/12/1998;63,2;-3,5;71,6;0,3
01/01/1999;65,7;-3,9;74,4;3,9
01/02/1999;67,1;-4,3;71,4;-4,0
01/03/1999;82,3;1,4;73,8;3,4
01/04/1999;74,2;-1,9;73,2;-0,8
01/05/1999;71,3;-1,9;73,2;0,0
01/06/1999;80,2;3,8;74,4;1,6
01/07/1999;76,3;-1,7;75,3;1,2
01/08/1999;71,7;6,2;75,4;0,1
01/09/1999;84,1;4,9;76,9;2,0
01/10/1999;80,2;2,4;77,2;0,4
01/11/1999;81,8;9,5;77,3;0,1
01/12/1999;73,2;15,8;80,6;4,3
01/01/2000;70,7;7,6;77,2;-4,2
01/02/2000;78,4;16,8;79,5;3,0
01/03/2000;87,6;6,4;79,6;0,1
01/04/2000;74,6;0,5;79,2;-0,5
01/05/2000;87,1;22,2;80,6;1,8
01/06/2000;81,6;1,7;81,2;0,7
01/07/2000;79,7;4,5;81,6;0,5
01/08/2000;81,1;13,1;82,9;1,6
01/09/2000;86,6;3,0;82,2;-0,8
01/10/2000;85,1;6,1;82,3;0,1
01/11/2000;87,1;6,5;82,5;0,2
01/12/2000;71,8;-1,9;82,7;0,2
01/01/2001;78,9;11,6;81,6;-1,3
01/02/2001;77,6;-1,0;82,3;0,9
01/03/2001;87,4;-0,2;81,0;-1,6
01/04/2001;77,7;4,2;79,6;-1,7
01/05/2001;83,5;-4,1;80,2;0,8
01/06/2001;80,5;-1,3;80,1;-0,1
01/07/2001;79,9;0,3;78,9;-1,5
01/08/2001;78,1;-3,7;80,0;1,4
01/09/2001;80,2;-7,4;79,2;-1,0
01/10/2001;83,6;-1,8;78,0;-1,5
01/11/2001;80,8;-7,2;76,5;-1,9
01/12/2001;63,7;-11,3;76,9;0,5
