Bruttonationaleinkommen, verfügbares Einkommen und Volkseinkommen
Datum;Bruttonationaleinkommen, Mrd. EUR;Nettonationaleinkommen, Mrd. EUR;Verfügbares Einkommen, Mrd. EUR;
01/01/2022;1017,99;826,50;812,93;728,78;489,92;238,87
01/04/2022;996,76;797,52;787,14;702,67;503,51;199,16
01/07/2022;1047,90;845,55;830,91;752,18;514,25;237,93
01/10/2022;1087,02;882,02;862,56;792,83;578,66;214,18
01/01/2023;1086,72;874,09;859,82;786,57;524,45;262,12
01/04/2023;1051,87;837,52;830,25;751,45;541,31;210,14
01/07/2023;1106,07;890,91;876,88;802,25;552,22;250,03
01/10/2023;1144,66;928,85;907,23;842,49;617,86;224,63
01/01/2024;1125,30;905,48;892,09;807,68;556,74;250,94
01/04/2024;1101,27;879,86;871,18;787,74;571,90;215,84
01/07/2024;1142,31;919,45;905,93;821,39;582,66;238,73
01/10/2024;1176,47;952,92;929,40;853,76;646,92;206,84
01/01/2025;1155,76;928,17;913,94;820,57;583,62;236,95
01/04/2025;1134,26;905,05;896,32;806,41;600,25;206,16
01/07/2025;1180,54;950,24;934,70;850,17;612,46;237,71
01/10/2025;1220,32;989,08;970,03;891,19;675,74;215,45
01/01/2026;1196,19;960,62;944,67;851,60;606,15;245,45
01/04/2026;1180,22;940,74;929,45;841,11;623,64;217,47
