Volumenindex des Auftragseingangs, Vorleistungsgüter insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/04/2020;66,9;-25,0;84,9;0,0
01/05/2020;65,3;-27,9;85,2;0,4
01/06/2020;74,5;-10,8;85,8;0,7
01/07/2020;84,3;-6,0;86,9;1,3
01/08/2020;75,8;-7,1;88,4;1,7
01/09/2020;90,1;7,1;90,1;1,9
01/10/2020;96,0;6,4;92,0;2,1
01/11/2020;100,1;14,8;93,8;2,0
01/12/2020;89,7;15,9;95,6;1,9
01/01/2021;98,4;1,8;97,2;1,7
01/02/2021;100,0;11,0;98,6;1,4
01/03/2021;117,8;24,8;99,8;1,2
01/04/2021;104,5;56,2;100,6;0,8
01/05/2021;97,4;49,2;101,0;0,4
01/06/2021;105,2;41,2;101,0;0,0
01/07/2021;100,2;18,9;100,7;-0,3
01/08/2021;90,1;18,9;100,1;-0,6
01/09/2021;97,8;8,5;99,5;-0,6
01/10/2021;94,1;-2,0;99,0;-0,5
01/11/2021;101,5;1,4;98,3;-0,7
01/12/2021;93,1;3,8;97,7;-0,6
01/01/2022;102,2;3,9;97,0;-0,7
01/02/2022;97,3;-2,7;96,3;-0,7
01/03/2022;110,7;-6,0;95,6;-0,7
01/04/2022;93,4;-10,6;95,0;-0,6
01/05/2022;96,3;-1,1;94,3;-0,7
01/06/2022;94,0;-10,6;93,5;-0,8
01/07/2022;91,6;-8,6;92,7;-0,9
01/08/2022;86,5;-4,0;91,8;-1,0
01/09/2022;88,2;-9,8;90,8;-1,1
01/10/2022;84,4;-10,3;89,9;-1,0
01/11/2022;90,6;-10,7;88,9;-1,1
01/12/2022;87,8;-5,7;88,1;-0,9
01/01/2023;93,4;-8,6;87,3;-0,9
01/02/2023;87,6;-10,0;86,6;-0,8
01/03/2023;96,5;-12,8;86,0;-0,7
01/04/2023;80,0;-14,3;85,6;-0,5
01/05/2023;84,3;-12,5;85,2;-0,5
01/06/2023;89,1;-5,2;84,8;-0,5
01/07/2023;78,2;-14,6;84,4;-0,5
01/08/2023;80,4;-7,1;84,1;-0,4
01/09/2023;82,0;-7,0;83,9;-0,2
01/10/2023;82,2;-2,6;83,5;-0,5
01/11/2023;84,8;-6,4;83,2;-0,4
01/12/2023;79,7;-9,2;83,0;-0,2
01/01/2024;88,5;-5,2;82,7;-0,4
01/02/2024;83,9;-4,2;82,3;-0,5
01/03/2024;84,2;-12,7;82,1;-0,2
01/04/2024;83,8;4,8;81,8;-0,4
01/05/2024;79,6;-5,6;81,6;-0,2
01/06/2024;80,1;-10,1;81,4;-0,2
01/07/2024;85,8;9,7;81,3;-0,1
01/08/2024;74,4;-7,5;81,0;-0,4
01/09/2024;77,5;-5,5;80,8;-0,2
01/10/2024;81,3;-1,1;80,7;-0,1
01/11/2024;81,4;-4,0;80,6;-0,1
01/12/2024;71,3;-10,5;80,6;0,0
01/01/2025;88,3;-0,2;80,6;0,0
01/02/2025;81,8;-2,5;80,6;0,0
01/03/2025;87,8;4,3;80,4;-0,2
