Erwerbstätige im Inland
Datum;Originalwert, in 1000;Originalwert, Veränderung gegenüber Vorquartal in %;Originalwert, Veränderung gegenüber Vorjahresquartal in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, in 1000;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsquartal in %
01/07/1991;38782;-0,2;.;.
01/10/1991;38876;0,2;.;.
01/01/1992;38365;-1,3;-1,6;38571
01/04/1992;38324;-0,1;-1,4;38467
01/07/1992;38410;0,2;-1,0;38295
01/10/1992;38350;-0,2;-1,4;38115
01/01/1993;37841;-1,3;-1,4;38052
01/04/1993;37747;-0,2;-1,5;37887
01/07/1993;37900;0,4;-1,3;37784
01/10/1993;37971;0,2;-1,0;37732
01/01/1994;37613;-0,9;-0,6;37837
01/04/1994;37685;0,2;-0,2;37821
01/07/1994;38006;0,9;0,3;37884
01/10/1994;38220;0,6;0,7;37969
01/01/1995;37757;-1,2;0,4;38003
01/04/1995;37900;0,4;0,6;38033
01/07/1995;38165;0,7;0,4;38035
01/10/1995;38361;0,5;0,4;38099
01/01/1996;37779;-1,5;0,1;38049
01/04/1996;37989;0,6;0,2;38117
01/07/1996;38199;0,6;0,1;38060
01/10/1996;38281;0,2;-0,2;38012
01/01/1997;37662;-1,6;-0,3;37951
01/04/1997;37904;0,6;-0,2;38025
01/07/1997;38239;0,9;0,1;38092
01/10/1997;38373;0,4;0,2;38103
01/01/1998;37869;-1,3;0,5;38174
01/04/1998;38280;1,1;1,0;38394
01/07/1998;38784;1,3;1,4;38631
01/10/1998;39066;0,7;1,8;38794
01/01/1999;38565;-1,3;1,8;38881
01/04/1999;38794;0,6;1,3;38901
01/07/1999;39399;1,6;1,6;39245
01/10/1999;39743;0,9;1,7;39470
01/01/2000;39527;-0,5;2,5;39852
01/04/2000;39881;0,9;2,8;39985
01/07/2000;40188;0,8;2,0;40035
01/10/2000;40306;0,3;1,4;40031
01/01/2001;39604;-1,7;0,2;39929
01/04/2001;39806;0,5;-0,2;39905
01/07/2001;39957;0,4;-0,6;39809
01/10/2001;40094;0,3;-0,5;39818
01/01/2002;39511;-1,5;-0,2;39839
01/04/2002;39669;0,4;-0,3;39764
01/07/2002;39764;0,2;-0,5;39618
01/10/2002;39753;-0,0;-0,9;39476
01/01/2003;39029;-1,8;-1,2;39361
01/04/2003;39101;0,2;-1,4;39192
01/07/2003;39361;0,7;-1,0;39214
01/10/2003;39494;0,3;-0,7;39214
01/01/2004;38987;-1,3;-0,1;39328
01/04/2004;39325;0,9;0,6;39417
01/07/2004;39534;0,5;0,4;39381
01/10/2004;39635;0,3;0,4;39351
01/01/2005;38915;-1,8;-0,2;39262
01/04/2005;39155;0,6;-0,4;39246
01/07/2005;39492;0,9;-0,1;39335
01/10/2005;39726;0,6;0,2;39444
01/01/2006;38947;-2,0;0,1;39297
01/04/2006;39443;1,3;0,7;39532
01/07/2006;39892;1,1;1,0;39732
01/10/2006;40149;0,6;1,1;39868
01/01/2007;39718;-1,1;2,0;40074
01/04/2007;40137;1,1;1,8;40222
01/07/2007;40503;0,9;1,5;40343
01/10/2007;40766;0,6;1,5;40488
01/01/2008;40397;-0,9;1,7;40753
01/04/2008;40722;0,8;1,5;40800
01/07/2008;41046;0,8;1,3;40889
01/10/2008;41240;0,5;1,2;40971
01/01/2009;40661;-1,4;0,7;41012
01/04/2009;40833;0,4;0,3;40900
01/07/2009;40995;0,4;-0,1;40845
01/10/2009;41123;0,3;-0,3;40867
01/01/2010;40564;-1,4;-0,2;40906
01/04/2010;41004;1,1;0,4;41059
01/07/2010;41314;0,8;0,8;41169
01/10/2010;41515;0,5;1,0;41268
01/01/2011;41038;-1,1;1,2;41378
01/04/2011;41471;1,1;1,1;41515
01/07/2011;41774;0,7;1,1;41634
01/10/2011;41998;0,5;1,2;41761
01/01/2012;41574;-1,0;1,3;41911
01/04/2012;41981;1,0;1,2;42016
01/07/2012;42252;0,6;1,1;42116
01/10/2012;42454;0,5;1,1;42225
01/01/2013;41948;-1,2;0,9;42279
01/04/2013;42288;0,8;0,7;42314
01/07/2013;42544;0,6;0,7;42415
01/10/2013;42732;0,4;0,7;42511
01/01/2014;42322;-1,0;0,9;42647
01/04/2014;42721;0,9;1,0;42741
01/07/2014;42923;0,5;0,9;42801
01/10/2014;43059;0,3;0,8;42843
01/01/2015;42605;-1,1;0,7;42920
01/04/2015;43060;1,1;0,8;43075
01/07/2015;43325;0,6;0,9;43212
01/10/2015;43559;0,5;1,2;43347
01/01/2016;43152;-0,9;1,3;43457
01/04/2016;43601;1,0;1,3;43615
01/07/2016;43858;0,6;1,2;43756
01/10/2016;44134;0,6;1,3;43924
01/01/2017;43764;-0,8;1,4;44054
01/04/2017;44201;1,0;1,4;44219
01/07/2017;44471;0,6;1,4;44379
01/10/2017;44724;0,6;1,3;44513
01/01/2018;44417;-0,7;1,5;44692
01/04/2018;44808;0,9;1,4;44834
01/07/2018;45029;0,5;1,3;44946
01/10/2018;45259;0,5;1,2;45048
01/01/2019;44914;-0,8;1,1;45172
01/04/2019;45246;0,7;1,0;45281
01/07/2019;45397;0,3;0,8;45322
01/10/2019;45608;0,5;0,8;45396
01/01/2020;45179;-0,9;0,6;45422
01/04/2020;44777;-0,9;-1,0;44817
01/07/2020;44849;0,2;-1,2;44782
01/10/2020;45057;0,5;-1,2;44850
01/01/2021;44589;-1,0;-1,3;44818
01/04/2021;44882;0,7;0,2;44921
01/07/2021;45200;0,7;0,8;45141
01/10/2021;45493;0,6;1,0;45285
01/01/2022;45246;-0,5;1,5;45473
01/04/2022;45556;0,7;1,5;45591
01/07/2022;45718;0,4;1,1;45665
01/10/2022;45967;0,5;1,0;45761
01/01/2023;45635;-0,7;0,9;45861
01/04/2023;45888;0,6;0,7;45914
01/07/2023;45970;0,2;0,6;45925
01/10/2023;46142;0,4;0,4;45939
01/01/2024;45730;-0,9;0,2;45956
01/04/2024;45959;0,5;0,2;45976
01/07/2024;45994;0,1;0,1;45955
01/10/2024;46156;0,4;0,0;45954
01/01/2025;45715;-1,0;-0,0;45940
01/04/2025;45900;0,4;-0,1;45911
01/07/2025;45892;-0,0;-0,2;45858
01/10/2025;46006;0,2;-0,3;45806
01/01/2026;45525;-1,0;-0,4;45749
01/04/2026;45688;0,4;-0,5;45696
