Volumenindex des Umsatzes, Verarbeitendes Gewerbe insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/08/2003;73,0;-7,0;84,0;0,5
01/09/2003;90,6;1,3;84,4;0,5
01/10/2003;89,7;0,8;84,8;0,5
01/11/2003;87,8;-0,7;85,2;0,5
01/12/2003;84,9;4,8;85,5;0,4
01/01/2004;76,3;-1,9;86,0;0,6
01/02/2004;81,8;2,4;86,5;0,6
01/03/2004;96,5;11,3;86,8;0,3
01/04/2004;87,4;3,8;87,2;0,5
01/05/2004;83,4;2,1;87,4;0,2
01/06/2004;94,3;15,3;87,6;0,2
01/07/2004;88,6;0,9;87,8;0,2
01/08/2004;80,6;10,4;87,8;0,0
01/09/2004;96,0;6,0;87,9;0,1
01/10/2004;90,5;0,9;88,0;0,1
01/11/2004;93,9;6,9;88,0;0,0
01/12/2004;89,2;5,1;88,2;0,2
01/01/2005;79,9;4,7;88,4;0,2
01/02/2005;82,5;0,9;88,6;0,2
01/03/2005;93,7;-2,9;88,9;0,3
01/04/2005;91,3;4,5;89,1;0,2
01/05/2005;85,8;2,9;89,6;0,6
01/06/2005;98,6;4,6;90,0;0,4
01/07/2005;87,8;-0,9;90,3;0,3
01/08/2005;85,3;5,8;90,8;0,6
01/09/2005;100,6;4,8;91,3;0,6
01/10/2005;91,3;0,9;91,8;0,5
01/11/2005;99,4;5,9;92,4;0,7
01/12/2005;93,9;5,3;92,8;0,4
01/01/2006;85,1;6,5;93,2;0,4
01/02/2006;88,5;7,3;93,8;0,6
01/03/2006;104,5;11,5;94,3;0,5
01/04/2006;88,3;-3,3;94,8;0,5
01/05/2006;98,4;14,7;95,4;0,6
01/06/2006;99,0;0,4;95,9;0,5
01/07/2006;93,0;5,9;96,6;0,7
01/08/2006;91,2;6,9;97,1;0,5
01/09/2006;102,7;2,1;97,6;0,5
01/10/2006;99,8;9,3;98,3;0,7
01/11/2006;106,7;7,3;98,8;0,5
01/12/2006;95,3;1,5;99,2;0,4
01/01/2007;93,1;9,4;99,6;0,4
01/02/2007;94,5;6,8;100,1;0,5
01/03/2007;109,8;5,1;100,4;0,3
01/04/2007;95,6;8,3;100,8;0,4
01/05/2007;100,6;2,2;101,2;0,4
01/06/2007;104,5;5,6;101,7;0,5
01/07/2007;101,3;8,9;102,0;0,3
01/08/2007;95,5;4,7;102,3;0,3
01/09/2007;104,2;1,5;102,8;0,5
01/10/2007;109,3;9,5;103,0;0,2
01/11/2007;110,3;3,4;103,5;0,5
01/12/2007;94,7;-0,6;103,8;0,3
01/01/2008;98,9;6,2;104,1;0,3
01/02/2008;102,9;8,9;104,3;0,2
01/03/2008;101,9;-7,2;104,3;0,0
01/04/2008;110,7;15,8;104,1;-0,2
01/05/2008;99,0;-1,6;103,5;-0,6
01/06/2008;108,1;3,4;102,4;-1,1
01/07/2008;103,6;2,3;101,1;-1,3
01/08/2008;90,6;-5,1;99,3;-1,8
01/09/2008;109,1;4,7;97,5;-1,8
01/10/2008;105,6;-3,4;95,4;-2,2
01/11/2008;97,8;-11,3;93,3;-2,2
01/12/2008;87,1;-8,0;91,2;-2,3
01/01/2009;73,8;-25,4;89,0;-2,4
01/02/2009;75,3;-26,8;87,3;-1,9
01/03/2009;88,6;-13,1;85,8;-1,7
01/04/2009;78,5;-29,1;84,5;-1,5
01/05/2009;78,7;-20,5;83,7;-0,9
01/06/2009;86,6;-19,9;83,2;-0,6
01/07/2009;86,0;-17,0;83,2;0,0
01/08/2009;74,9;-17,3;83,3;0,1
01/09/2009;94,6;-13,3;83,8;0,6
01/10/2009;91,2;-13,6;84,5;0,8
01/11/2009;91,4;-6,5;85,5;1,2
01/12/2009;84,3;-3,2;86,5;1,2
01/01/2010;74,2;0,5;87,5;1,2
01/02/2010;81,6;8,4;88,5;1,1
01/03/2010;100,1;13,0;89,3;0,9
01/04/2010;88,9;13,2;90,1;0,9
01/05/2010;88,9;13,0;91,0;1,0
01/06/2010;99,4;14,8;91,8;0,9
01/07/2010;91,5;6,4;92,5;0,8
01/08/2010;86,1;15,0;93,4;1,0
01/09/2010;101,2;7,0;94,2;0,9
01/10/2010;98,6;8,1;95,1;1,0
01/11/2010;103,6;13,3;95,9;0,8
01/12/2010;97,6;15,8;96,5;0,6
01/01/2011;85,8;15,6;97,2;0,7
01/02/2011;93,2;14,2;97,6;0,4
01/03/2011;109,5;9,4;98,0;0,4
01/04/2011;94,4;6,2;98,3;0,3
01/05/2011;105,0;18,1;98,6;0,3
01/06/2011;97,6;-1,8;98,7;0,1
01/07/2011;97,0;6,0;98,7;0,0
01/08/2011;95,4;10,8;98,9;0,2
01/09/2011;107,3;6,0;98,9;0,0
01/10/2011;97,8;-0,8;98,9;0,0
01/11/2011;105,5;1,8;98,8;-0,1
01/12/2011;97,2;-0,4;98,6;-0,2
01/01/2012;89,7;4,5;98,5;-0,1
01/02/2012;96,6;3,6;98,4;-0,1
01/03/2012;108,5;-0,9;98,3;-0,1
01/04/2012;93,4;-1,1;98,2;-0,1
01/05/2012;98,9;-5,8;98,0;-0,2
01/06/2012;101,1;3,6;97,7;-0,3
01/07/2012;99,0;2,1;97,7;0,0
01/08/2012;94,6;-0,8;97,4;-0,3
01/09/2012;98,2;-8,5;97,3;-0,1
01/10/2012;101,4;3,7;97,0;-0,3
01/11/2012;102,3;-3,0;96,9;-0,1
01/12/2012;87,2;-10,3;96,9;0,0
01/01/2013;88,6;-1,2;96,7;-0,2
01/02/2013;90,2;-6,6;96,7;0,0
01/03/2013;99,7;-8,1;96,7;0,0
01/04/2013;100,8;7,9;96,9;0,2
01/05/2013;94,7;-4,2;97,1;0,2
01/06/2013;99,4;-1,7;97,5;0,4
01/07/2013;100,3;1,3;97,8;0,3
01/08/2013;90,9;-3,9;98,0;0,2
01/09/2013;102,9;4,8;98,3;0,3
01/10/2013;103,3;1,9;98,6;0,3
01/11/2013;103,7;1,4;98,9;0,3
01/12/2013;92,6;6,2;99,1;0,2
01/01/2014;93,1;5,1;99,3;0,2
01/02/2014;96,0;6,4;99,5;0,2
01/03/2014;104,7;5,0;99,6;0,1
01/04/2014;99,6;-1,2;99,7;0,1
01/05/2014;98,1;3,6;99,8;0,1
01/06/2014;99,1;-0,3;99,9;0,1
01/07/2014;104,7;4,4;100,0;0,1
01/08/2014;87,2;-4,1;100,1;0,1
01/09/2014;107,8;4,8;100,2;0,1
01/10/2014;106,0;2,6;100,4;0,2
01/11/2014;103,0;-0,7;100,6;0,2
01/12/2014;96,8;4,5;100,8;0,2
01/01/2015;89,7;-3,7;101,0;0,2
01/02/2015;95,4;-0,6;101,2;0,2
01/03/2015;110,9;5,9;101,4;0,2
01/04/2015;101,3;1,7;101,6;0,2
01/05/2015;94,9;-3,3;101,7;0,1
01/06/2015;108,3;9,3;101,8;0,1
01/07/2015;106,6;1,8;101,9;0,1
01/08/2015;90,1;3,3;101,9;0,0
01/09/2015;108,7;0,8;102,0;0,1
01/10/2015;108,2;2,1;102,0;0,0
01/11/2015;106,4;3,3;102,0;0,0
01/12/2015;100,0;3,3;102,0;0,0
01/01/2016;87,8;-2,1;102,0;0,0
01/02/2016;100,9;5,8;101,9;-0,1
01/03/2016;108,3;-2,3;101,9;0,0
01/04/2016;105,9;4,5;101,8;-0,1
01/05/2016;99,1;4,4;101,9;0,1
01/06/2016;111,0;2,5;101,9;0,0
01/07/2016;96,5;-9,5;102,0;0,1
01/08/2016;98,3;9,1;102,2;0,2
01/09/2016;110,8;1,9;102,5;0,3
01/10/2016;100,9;-6,7;102,6;0,1
01/11/2016;110,9;4,2;103,0;0,4
01/12/2016;101,2;1,2;103,2;0,2
01/01/2017;94,4;7,5;103,7;0,5
