Volumenindex des Auftragseingangs, Vorleistungsgüter, Ausland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/03/2002;61,9;-1,4;59,6;-0,7
01/04/2002;63,7;16,7;61,0;2,3
01/05/2002;59,5;-4,8;61,4;0,7
01/06/2002;62,5;4,9;61,0;-0,7
01/07/2002;59,7;7,8;59,0;-3,3
01/08/2002;51,5;-2,1;58,6;-0,7
01/09/2002;60,5;17,0;60,2;2,7
01/10/2002;59,3;4,8;58,2;-3,3
01/11/2002;60,6;9,4;61,5;5,7
01/12/2002;54,6;3,4;59,2;-3,7
01/01/2003;65,1;8,5;61,8;4,4
01/02/2003;60,4;0,2;59,5;-3,7
01/03/2003;64,2;3,7;60,7;2,0
01/04/2003;59,7;-6,3;59,4;-2,1
01/05/2003;57,1;-4,0;57,5;-3,2
01/06/2003;59,4;-5,0;59,3;3,1
01/07/2003;62,2;4,2;61,5;3,7
01/08/2003;52,2;1,4;61,2;-0,5
01/09/2003;65,9;8,9;63,2;3,3
01/10/2003;64,1;8,1;63,0;-0,3
01/11/2003;61,9;2,1;63,6;1,0
01/12/2003;63,9;17,0;67,7;6,4
01/01/2004;66,5;2,2;65,4;-3,4
01/02/2004;66,5;10,1;66,8;2,1
01/03/2004;74,8;16,5;65,3;-2,2
01/04/2004;67,4;12,9;67,1;2,8
01/05/2004;65,6;14,9;68,4;1,9
01/06/2004;71,2;19,9;66,5;-2,8
01/07/2004;65,4;5,1;67,1;0,9
01/08/2004;59,9;14,8;67,5;0,6
01/09/2004;71,4;8,3;68,5;1,5
01/10/2004;65,1;1,6;65,9;-3,8
01/11/2004;66,7;7,8;65,6;-0,5
01/12/2004;66,3;3,8;67,2;2,4
01/01/2005;69,2;4,1;67,9;1,0
01/02/2005;66,7;0,3;67,3;-0,9
