Volumenindex des Auftragseingangs, Gebrauchsgüter insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/03/2006;80,6;17,2;70,2;0,9
01/04/2006;65,2;-2,0;70,9;1,0
01/05/2006;75,2;22,7;71,3;0,6
01/06/2006;70,0;-0,3;71,7;0,6
01/07/2006;66,8;9,2;72,0;0,4
01/08/2006;66,3;13,5;72,3;0,4
01/09/2006;77,1;4,0;72,4;0,1
01/10/2006;79,6;15,4;72,5;0,1
01/11/2006;80,4;8,1;72,6;0,1
01/12/2006;63,9;1,4;72,6;0,0
01/01/2007;71,1;2,7;72,6;0,0
01/02/2007;69,6;2,2;72,6;0,0
01/03/2007;78,8;-2,2;72,7;0,1
01/04/2007;68,6;5,2;72,7;0,0
01/05/2007;71,3;-5,2;72,8;0,1
01/06/2007;73,3;4,7;72,8;0,0
01/07/2007;71,8;7,5;72,9;0,1
01/08/2007;67,0;1,1;72,8;-0,1
01/09/2007;76,1;-1,3;72,7;-0,1
01/10/2007;97,3;22,2;72,6;-0,1
01/11/2007;77,3;-3,9;72,5;-0,1
01/12/2007;59,3;-7,2;72,4;-0,1
01/01/2008;71,9;1,1;76,8;6,1
01/02/2008;69,7;0,1;75,6;-1,6
01/03/2008;70,3;-10,8;74,5;-1,5
01/04/2008;77,0;12,2;73,2;-1,7
01/05/2008;66,6;-6,6;71,9;-1,8
01/06/2008;73,0;-0,4;70,4;-2,1
01/07/2008;67,3;-6,3;68,9;-2,1
01/08/2008;60,7;-9,4;67,2;-2,5
01/09/2008;78,0;2,5;65,6;-2,4
01/10/2008;74,6;-23,3;64,0;-2,4
01/11/2008;66,3;-14,2;62,7;-2,0
01/12/2008;54,3;-8,4;61,4;-2,1
01/01/2009;54,3;-24,5;60,2;-2,0
01/02/2009;51,7;-25,8;59,1;-1,8
01/03/2009;59,3;-15,6;58,3;-1,4
01/04/2009;53,4;-30,6;57,8;-0,9
01/05/2009;53,2;-20,1;57,6;-0,3
01/06/2009;57,6;-21,1;57,7;0,2
01/07/2009;58,6;-12,9;58,1;0,7
01/08/2009;48,2;-20,6;58,9;1,4
01/09/2009;74,6;-4,4;59,8;1,5
01/10/2009;68,3;-8,4;60,8;1,7
01/11/2009;66,0;-0,5;62,0;2,0
01/12/2009;58,5;7,7;63,2;1,9
01/01/2010;57,8;6,4;64,2;1,6
01/02/2010;61,0;18,0;65,1;1,4
01/03/2010;74,5;25,6;65,7;0,9
01/04/2010;65,5;22,7;66,3;0,9
01/05/2010;66,0;24,1;66,8;0,8
01/06/2010;72,2;25,3;67,3;0,7
01/07/2010;66,4;13,3;67,6;0,4
01/08/2010;59,3;23,0;68,0;0,6
01/09/2010;75,4;1,1;68,3;0,4
01/10/2010;75,2;10,1;68,8;0,7
01/11/2010;73,9;12,0;69,2;0,6
01/12/2010;60,2;2,9;69,5;0,4
01/01/2011;68,4;18,3;69,9;0,6
01/02/2011;69,4;13,8;70,2;0,4
01/03/2011;78,7;5,6;70,4;0,3
01/04/2011;68,6;4,7;70,5;0,1
01/05/2011;74,1;12,3;70,6;0,1
01/06/2011;67,2;-6,9;70,5;-0,1
01/07/2011;70,7;6,5;70,5;0,0
01/08/2011;65,0;9,6;70,4;-0,1
01/09/2011;82,2;9,0;70,1;-0,4
01/10/2011;72,0;-4,3;69,9;-0,3
01/11/2011;72,7;-1,6;69,5;-0,6
01/12/2011;61,6;2,3;69,1;-0,6
01/01/2012;67,8;-0,9;68,7;-0,6
01/02/2012;65,2;-6,1;68,2;-0,7
01/03/2012;75,9;-3,6;67,8;-0,6
01/04/2012;64,1;-6,6;67,5;-0,4
01/05/2012;66,8;-9,9;67,0;-0,7
01/06/2012;67,0;-0,3;66,7;-0,4
01/07/2012;66,5;-5,9;66,4;-0,4
01/08/2012;63,6;-2,2;66,2;-0,3
01/09/2012;70,8;-13,9;66,1;-0,2
01/10/2012;69,6;-3,3;66,1;0,0
01/11/2012;66,3;-8,8;66,1;0,0
01/12/2012;52,7;-14,4;66,2;0,2
01/01/2013;67,6;-0,3;66,4;0,3
01/02/2013;62,9;-3,5;66,5;0,2
