Volumenindex des Auftragseingangs, Vorleistungsgüter, Inland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/11/2007;110,4;12,2;105,4;8,7
01/12/2007;86,8;4,2;103,7;-1,6
01/01/2008;103,5;4,7;98,4;-5,1
01/02/2008;100,9;9,7;99,0;0,6
01/03/2008;98,5;-4,2;100,0;1,0
01/04/2008;106,0;16,6;98,3;-1,7
01/05/2008;95,9;-0,6;97,8;-0,5
01/06/2008;100,9;1,9;97,3;-0,5
01/07/2008;99,7;3,3;95,2;-2,2
01/08/2008;87,2;-7,0;95,7;0,5
01/09/2008;93,5;2,7;92,3;-3,6
01/10/2008;87,8;-12,8;84,7;-8,2
01/11/2008;75,4;-31,7;75,3;-11,1
01/12/2008;63,5;-26,8;72,9;-3,2
01/01/2009;69,4;-32,9;69,0;-5,3
01/02/2009;64,0;-36,6;64,9;-5,9
01/03/2009;72,8;-26,1;66,6;2,6
01/04/2009;70,2;-33,8;69,5;4,4
01/05/2009;69,5;-27,5;71,4;2,7
01/06/2009;77,2;-23,5;76,2;6,7
01/07/2009;82,4;-17,4;78,8;3,4
01/08/2009;74,9;-14,1;81,6;3,6
01/09/2009;85,6;-8,4;84,5;3,6
01/10/2009;89,0;1,4;85,7;1,4
01/11/2009;89,6;18,8;86,7;1,2
01/12/2009;76,2;20,0;86,3;-0,5
01/01/2010;84,0;21,0;86,0;-0,3
01/02/2010;86,7;35,5;87,9;2,2
01/03/2010;103,5;42,2;92,0;4,7
01/04/2010;97,6;39,0;96,7;5,1
01/05/2010;90,7;30,5;92,8;-4,0
01/06/2010;100,0;29,5;94,9;2,3
01/07/2010;97,4;18,2;95,9;1,1
01/08/2010;89,6;19,6;94,5;-1,5
01/09/2010;96,3;12,5;95,6;1,2
01/10/2010;96,1;8,0;95,9;0,3
01/11/2010;100,3;11,9;96,2;0,3
01/12/2010;85,9;12,7;95,1;-1,1
01/01/2011;102,0;21,4;100,8;6,0
01/02/2011;99,3;14,5;99,3;-1,5
01/03/2011;110,5;6,8;99,7;0,4
01/04/2011;97,7;0,1;99,7;0,0
01/05/2011;111,5;22,9;103,0;3,3
01/06/2011;94,8;-5,2;96,3;-6,5
01/07/2011;100,0;2,7;101,7;5,6
01/08/2011;97,5;8,8;100,2;-1,5
01/09/2011;97,0;0,7;96,5;-3,7
01/10/2011;93,6;-2,6;96,9;0,4
01/11/2011;98,8;-1,5;94,6;-2,4
01/12/2011;83,7;-2,6;92,9;-1,8
01/01/2012;100,4;-1,6;95,8;3,1
01/02/2012;95,2;-4,1;93,4;-2,5
01/03/2012;102,8;-7,0;94,5;1,2
01/04/2012;93,7;-4,1;95,4;1,0
01/05/2012;95,8;-14,1;94,6;-0,8
01/06/2012;93,2;-1,7;91,7;-3,1
01/07/2012;94,2;-5,8;92,5;0,9
01/08/2012;90,6;-7,1;93,1;0,6
01/09/2012;86,5;-10,8;92,3;-0,9
01/10/2012;94,0;0,4;91,0;-1,4
01/11/2012;95,5;-3,3;91,5;0,5
01/12/2012;74,0;-11,6;90,1;-1,5
01/01/2013;97,9;-2,5;92,2;2,3
01/02/2013;90,9;-4,5;92,2;0,0
01/03/2013;96,9;-5,7;95,2;3,3
01/04/2013;96,2;2,7;91,3;-4,1
01/05/2013;90,9;-5,1;91,8;0,5
01/06/2013;92,7;-0,5;92,2;0,4
01/07/2013;98,6;4,7;93,7;1,6
01/08/2013;88,4;-2,4;94,0;0,3
01/09/2013;91,6;5,9;94,8;0,9
01/10/2013;97,2;3,4;94,0;-0,8
01/11/2013;95,4;-0,1;94,6;0,6
01/12/2013;79,2;7,0;94,3;-0,3
