Volumenindex des Auftragseingangs, Verarbeitendes insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/12/2008;58,8;-31,5;62,8;-3,1
01/01/2009;51,9;-42,1;60,9;-3,0
01/02/2009;52,5;-42,1;59,2;-2,8
01/03/2009;60,7;-30,7;58,1;-1,9
01/04/2009;53,8;-40,1;57,6;-0,9
01/05/2009;55,2;-33,3;57,6;0,0
01/06/2009;62,5;-25,7;58,0;0,7
01/07/2009;61,2;-24,5;59,0;1,7
01/08/2009;54,5;-23,2;60,3;2,2
01/09/2009;67,7;-11,5;61,8;2,5
01/10/2009;63,9;-9,4;63,5;2,8
01/11/2009;67,2;3,7;65,2;2,7
01/12/2009;65,0;10,5;66,8;2,5
01/01/2010;64,3;23,9;68,3;2,2
01/02/2010;67,5;28,6;69,7;2,0
01/03/2010;80,7;32,9;71,0;1,9
01/04/2010;72,2;34,2;72,4;2,0
01/05/2010;71,6;29,7;73,6;1,7
01/06/2010;81,6;30,6;74,8;1,6
01/07/2010;74,3;21,4;76,1;1,7
01/08/2010;70,7;29,7;77,3;1,6
01/09/2010;78,3;15,7;78,4;1,4
01/10/2010;75,4;18,0;79,5;1,4
01/11/2010;85,5;27,2;80,3;1,0
01/12/2010;82,4;26,8;81,0;0,9
01/01/2011;81,1;26,1;81,5;0,6
01/02/2011;83,8;24,1;81,8;0,4
01/03/2011;90,6;12,3;81,8;0,0
01/04/2011;79,1;9,6;81,7;-0,1
01/05/2011;83,0;15,9;81,6;-0,1
01/06/2011;88,0;7,8;81,3;-0,4
01/07/2011;77,7;4,6;81,0;-0,4
01/08/2011;74,4;5,2;80,6;-0,5
01/09/2011;79,7;1,8;80,1;-0,6
01/10/2011;77,1;2,3;79,7;-0,5
01/11/2011;78,4;-8,3;79,3;-0,5
01/12/2011;82,2;-0,2;79,0;-0,4
01/01/2012;77,3;-4,7;78,9;-0,1
01/02/2012;79,9;-4,7;78,7;-0,3
01/03/2012;89,6;-1,1;78,7;0,0
01/04/2012;75,6;-4,4;78,8;0,1
01/05/2012;79,9;-3,7;78,7;-0,1
01/06/2012;82,4;-6,4;78,8;0,1
01/07/2012;78,2;0,6;79,0;0,3
01/08/2012;72,8;-2,2;79,1;0,1
01/09/2012;74,5;-6,5;79,3;0,3
01/10/2012;82,5;7,0;79,5;0,3
01/11/2012;80,3;2,4;79,6;0,1
01/12/2012;76,6;-6,8;79,8;0,3
01/01/2013;78,9;2,1;80,0;0,3
01/02/2013;78,7;-1,5;80,4;0,5
01/03/2013;85,6;-4,5;80,8;0,5
01/04/2013;81,3;7,5;81,3;0,6
01/05/2013;78,6;-1,6;82,0;0,9
01/06/2013;88,9;7,9;82,5;0,6
01/07/2013;82,5;5,5;83,0;0,6
01/08/2013;72,2;-0,8;83,4;0,5
01/09/2013;84,7;13,7;83,8;0,5
01/10/2013;85,9;4,1;84,1;0,4
01/11/2013;85,2;6,1;84,4;0,4
01/12/2013;84,9;10,8;84,6;0,2
01/01/2014;85,9;8,9;84,8;0,2
01/02/2014;85,6;8,8;85,0;0,2
01/03/2014;87,9;2,7;85,1;0,1
01/04/2014;85,1;4,7;85,2;0,1
01/05/2014;80,8;2,8;85,3;0,1
01/06/2014;84,4;-5,1;85,4;0,1
01/07/2014;91,4;10,8;85,6;0,2
01/08/2014;71,9;-0,4;85,9;0,4
01/09/2014;88,2;4,1;86,1;0,2
01/10/2014;88,1;2,6;86,3;0,2
01/11/2014;85,9;0,8;86,6;0,3
01/12/2014;90,1;6,1;86,8;0,2
01/01/2015;84,1;-2,1;86,9;0,1
01/02/2015;83,9;-2,0;86,9;0,0
01/03/2015;92,3;5,0;86,9;0,0
01/04/2015;86,8;2,0;86,9;0,0
01/05/2015;80,9;0,1;86,8;-0,1
01/06/2015;99,2;17,5;86,7;-0,1
01/07/2015;87,1;-4,7;86,5;-0,2
01/08/2015;73,4;2,1;86,3;-0,2
01/09/2015;85,2;-3,4;86,2;-0,1
01/10/2015;86,2;-2,2;86,1;-0,1
01/11/2015;87,5;1,9;86,1;0,0
01/12/2015;87,8;-2,6;86,1;0,0
01/01/2016;83,1;-1,2;86,1;0,0
01/02/2016;86,5;3,1;86,2;0,1
01/03/2016;95,9;3,9;86,3;0,1
01/04/2016;87,2;0,5;86,5;0,2
01/05/2016;83,8;3,6;86,7;0,2
01/06/2016;94,8;-4,4;87,2;0,6
01/07/2016;84,6;-2,9;87,6;0,5
01/08/2016;78,4;6,8;88,0;0,5
01/09/2016;89,1;4,6;88,4;0,5
01/10/2016;86,6;0,5;88,8;0,5
01/11/2016;90,8;3,8;89,0;0,2
01/12/2016;97,6;11,2;89,4;0,4
01/01/2017;88,9;7,0;89,9;0,6
01/02/2017;87,9;1,6;90,4;0,6
01/03/2017;105,4;9,9;91,1;0,8
01/04/2017;84,7;-2,9;91,9;0,9
01/05/2017;93,4;11,5;92,7;0,9
01/06/2017;95,8;1,1;93,6;1,0
01/07/2017;87,2;3,1;94,5;1,0
01/08/2017;85,6;9,2;95,4;1,0
01/09/2017;95,7;7,4;96,2;0,8
01/10/2017;94,7;9,4;96,8;0,6
01/11/2017;100,9;11,1;97,3;0,5
01/12/2017;107,2;9,8;97,6;0,3
01/01/2018;98,4;10,7;97,8;0,2
01/02/2018;97,3;10,7;97,8;0,0
01/03/2018;103,4;-1,9;97,7;-0,1
01/04/2018;96,0;13,3;97,5;-0,2
01/05/2018;94,6;1,3;97,1;-0,4
01/06/2018;99,7;4,1;96,6;-0,5
01/07/2018;89,9;3,1;96,0;-0,6
01/08/2018;86,6;1,2;95,4;-0,6
01/09/2018;90,8;-5,1;94,8;-0,6
01/10/2018;98,8;4,3;94,2;-0,6
01/11/2018;96,6;-4,3;93,7;-0,5
01/12/2018;97,1;-9,4;93,2;-0,5
01/01/2019;93,4;-5,1;92,7;-0,5
01/02/2019;85,6;-12,0;92,4;-0,3
01/03/2019;98,6;-4,6;92,2;-0,2
01/04/2019;90,9;-5,3;92,1;-0,1
01/05/2019;89,9;-5,0;92,0;-0,1
01/06/2019;91,3;-8,4;91,8;-0,2
01/07/2019;89,7;-0,2;91,3;-0,5
01/08/2019;79,5;-8,2;90,8;-0,5
01/09/2019;90,9;0,1;90,0;-0,9
01/10/2019;94,8;-4,0;89,1;-1,0
01/11/2019;90,3;-6,5;88,2;-1,0
01/12/2019;89,3;-8,0;87,5;-0,8
01/01/2020;96,6;3,4;86,8;-0,8
01/02/2020;89,0;4,0;86,0;-0,9
01/03/2020;85,1;-13,7;85,4;-0,7
01/04/2020;53,2;-41,5;85,2;-0,2
01/05/2020;56,9;-36,7;85,3;0,1
01/06/2020;75,6;-17,2;85,6;0,4
01/07/2020;84,0;-6,4;86,6;1,2
01/08/2020;77,0;-3,1;87,9;1,5
01/09/2020;92,8;2,1;89,4;1,7
