Produktionsindex, Verarbeitendes Gewerbe
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/02/2021;97,3;-3,7;99,9;-2,1
01/03/2021;116,2;12,3;101,0;1,1
01/04/2021;100,5;38,4;100,8;-0,2
01/05/2021;95,6;21,3;100,3;-0,5
01/06/2021;104,4;11,2;98,1;-2,2
01/07/2021;100,2;2,6;100,5;2,4
01/08/2021;88,1;4,6;94,6;-5,9
01/09/2021;102,0;-1,6;95,0;0,4
01/10/2021;100,5;-5,1;98,9;4,1
01/11/2021;108,4;-0,5;99,8;0,9
01/12/2021;98,5;1,8;101,2;1,4
01/01/2022;90,9;2,9;101,1;-0,1
01/02/2022;98,2;0,9;100,8;-0,3
01/03/2022;109,7;-5,6;95,2;-5,6
01/04/2022;93,3;-7,2;97,2;2,1
01/05/2022;101,9;6,6;99,1;2,0
01/06/2022;101,9;-2,4;99,4;0,3
01/07/2022;95,3;-4,9;99,3;-0,1
01/08/2022;94,0;6,7;98,4;-0,9
01/09/2022;108,6;6,5;101,0;2,6
01/10/2022;97,1;-3,4;100,3;-0,7
01/11/2022;109,9;1,4;100,9;0,6
01/12/2022;96,5;-2,0;98,7;-2,2
01/01/2023;93,4;2,8;100,3;1,6
01/02/2023;98,6;0,4;102,7;2,4
01/03/2023;115,5;5,3;99,8;-2,8
01/04/2023;91,5;-1,9;99,1;-0,7
01/05/2023;100,3;-1,6;101,4;2,3
01/06/2023;105,5;3,5;99,1;-2,3
01/07/2023;94,0;-1,4;97,9;-1,2
01/08/2023;93,4;-0,6;98,1;0,2
01/09/2023;101,0;-7,0;97,5;-0,6
01/10/2023;97,1;0,0;96,6;-0,9
01/11/2023;104,9;-4,5;96,1;-0,5
01/12/2023;88,1;-8,7;94,2;-2,0
01/01/2024;90,0;-3,6;95,2;1,1
01/02/2024;96,6;-2,0;96,7;1,6
01/03/2024;98,0;-15,2;95,0;-1,8
01/04/2024;99,0;8,2;95,6;0,6
01/05/2024;89,6;-10,7;93,1;-2,6
01/06/2024;96,1;-8,9;94,8;1,8
01/07/2024;95,8;1,9;92,4;-2,5
01/08/2024;86,5;-7,4;94,5;2,3
01/09/2024;96,0;-5,0;92,8;-1,8
01/10/2024;96,8;-0,3;92,7;-0,1
01/11/2024;98,0;-6,6;93,2;0,5
01/12/2024;83,7;-5,0;91,6;-1,7
01/01/2025;86,4;-4,0;92,7;1,2
01/02/2025;90,3;-6,5;92,5;-0,2
01/03/2025;100,2;2,2;94,8;2,5
01/04/2025;92,7;-6,4;93,0;-1,9
01/05/2025;91,5;2,1;92,7;-0,3
01/06/2025;91,4;-4,9;92,6;-0,1
01/07/2025;97,5;1,8;94,0;1,5
01/08/2025;79,6;-8,0;90,3;-3,9
01/09/2025;98,5;2,6;91,7;1,6
01/10/2025;96,9;0,1;92,8;1,2
01/11/2025;98,0;0,0;94,3;1,6
01/12/2025;86,3;3,1;92,5;-1,9
01/01/2026;82,6;-4,4;92,3;-0,2
01/02/2026;88,5;-2,0;92,0;-0,3
01/03/2026;101,8;1,6;91,3;-0,8
