Produktionsindex, Vorleistungsgüter
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/03/1997;69,7;.;71,3;0,6
01/04/1997;77,9;.;72,3;1,4
01/05/1997;68,3;.;71,4;-1,2
01/06/1997;77,6;.;73,3;2,7
01/07/1997;76,9;.;74,4;1,5
01/08/1997;66,4;.;73,1;-1,7
01/09/1997;79,3;.;73,5;0,5
01/10/1997;80,7;.;74,5;1,4
01/11/1997;76,6;.;74,6;0,1
01/12/1997;65,9;.;75,6;1,3
01/01/1998;69,5;6,8;76,1;0,7
01/02/1998;71,0;6,1;75,3;-1,1
01/03/1998;81,4;16,8;75,8;0,7
01/04/1998;75,8;-2,7;74,9;-1,2
01/05/1998;73,9;8,2;75,5;0,8
01/06/1998;77,6;0,0;75,0;-0,7
01/07/1998;78,9;2,6;75,9;1,2
01/08/1998;68,7;3,5;75,0;-1,2
01/09/1998;79,8;0,6;74,0;-1,3
01/10/1998;80,2;-0,6;73,9;-0,1
01/11/1998;76,7;0,1;72,6;-1,8
01/12/1998;64,4;-2,3;72,0;-0,8
01/01/1999;67,3;-3,2;75,9;5,4
01/02/1999;69,0;-2,8;73,1;-3,7
01/03/1999;81,8;0,5;73,9;1,1
01/04/1999;75,3;-0,7;74,3;0,5
01/05/1999;72,8;-1,5;74,4;0,1
01/06/1999;80,0;3,1;74,9;0,7
01/07/1999;76,6;-2,9;75,7;1,1
01/08/1999;72,0;4,8;76,0;0,4
01/09/1999;82,8;3,8;76,9;1,2
01/10/1999;80,2;0,0;76,4;-0,7
01/11/1999;81,9;6,8;76,9;0,7
01/12/1999;71,6;11,2;77,9;1,3
01/01/2000;70,3;4,5;76,7;-1,5
01/02/2000;77,6;12,5;78,5;2,3
01/03/2000;85,6;4,6;78,3;-0,3
01/04/2000;74,5;-1,1;78,4;0,1
01/05/2000;86,6;19,0;80,8;3,1
01/06/2000;78,6;-1,8;78,3;-3,1
01/07/2000;79,1;3,3;80,3;2,6
01/08/2000;78,7;9,3;80,9;0,7
01/09/2000;84,1;1,6;80,8;-0,1
01/10/2000;84,5;5,4;80,8;0,0
01/11/2000;86,9;6,1;81,7;1,1
01/12/2000;71,8;0,3;82,8;1,3
01/01/2001;78,6;11,8;81,6;-1,4
01/02/2001;77,8;0,3;82,1;0,6
01/03/2001;86,9;1,5;81,2;-1,1
01/04/2001;77,4;3,9;78,9;-2,8
01/05/2001;82,9;-4,3;79,8;1,1
01/06/2001;80,1;1,9;80,0;0,3
01/07/2001;79,4;0,4;78,0;-2,5
01/08/2001;77,1;-2,0;79,1;1,4
01/09/2001;79,3;-5,7;78,7;-0,5
01/10/2001;83,7;-0,9;77,8;-1,1
01/11/2001;81,8;-5,9;77,1;-0,9
01/12/2001;62,7;-12,7;76,8;-0,4
01/01/2002;74,3;-5,5;76,9;0,1
01/02/2002;74,1;-4,8;78,0;1,4
01/03/2002;78,8;-9,3;78,3;0,4
01/04/2002;81,7;5,6;78,2;-0,1
01/05/2002;77,0;-7,1;78,2;0,0
01/06/2002;80,7;0,7;79,0;1,0
01/07/2002;82,7;4,2;78,8;-0,3
01/08/2002;75,5;-2,1;79,8;1,3
01/09/2002;82,7;4,3;79,6;-0,3
01/10/2002;84,8;1,3;79,0;-0,8
01/11/2002;82,0;0,2;79,9;1,1
01/12/2002;66,0;5,3;78,6;-1,6
01/01/2003;75,4;1,5;78,7;0,1
01/02/2003;75,0;1,2;77,9;-1,0
01/03/2003;81,2;3,0;79,2;1,7
01/04/2003;79,6;-2,6;78,7;-0,6
01/05/2003;79,1;2,7;78,5;-0,3
01/06/2003;78,5;-2,7;78,6;0,1
01/07/2003;83,1;0,5;79,1;0,6
01/08/2003;71,1;-5,8;77,4;-2,1
01/09/2003;83,3;0,7;77,9;0,6
01/10/2003;86,2;1,7;80,3;3,1
01/11/2003;81,5;-0,6;80,2;-0,1
01/12/2003;69,7;5,6;80,8;0,7
01/01/2004;75,4;0,0;80,9;0,1
01/02/2004;78,0;4,0;81,9;1,2
01/03/2004;89,3;10,0;80,9;-1,2
01/04/2004;83,0;4,3;82,1;1,5
01/05/2004;80,0;1,1;81,9;-0,2
01/06/2004;87,1;11,0;82,0;0,1
01/07/2004;84,0;1,1;82,6;0,7
01/08/2004;78,0;9,7;81,7;-1,1
01/09/2004;87,6;5,2;82,1;0,5
01/10/2004;85,9;-0,3;82,5;0,5
01/11/2004;87,1;6,9;82,4;-0,1
01/12/2004;75,0;7,6;82,1;-0,4
01/01/2005;79,2;5,0;85,1;3,7
01/02/2005;78,6;0,8;82,6;-2,9
01/03/2005;85,2;-4,6;82,0;-0,7
01/04/2005;87,3;5,2;83,8;2,2
01/05/2005;81,9;2,4;83,0;-1,0
01/06/2005;90,8;4,2;83,6;0,7
01/07/2005;83,9;-0,1;85,0;1,7
01/08/2005;82,3;5,5;83,8;-1,4
01/09/2005;90,4;3,2;84,6;1,0
01/10/2005;87,5;1,9;87,0;2,8
01/11/2005;90,8;4,2;86,0;-1,1
01/12/2005;77,7;3,6;86,4;0,5
01/01/2006;83,9;5,9;87,0;0,7
01/02/2006;82,8;5,3;87,0;0,0
01/03/2006;95,5;12,1;86,2;-0,9
01/04/2006;84,4;-3,3;89,1;3,4
01/05/2006;94,4;15,3;90,6;1,7
01/06/2006;92,6;2,0;90,2;-0,4
01/07/2006;89,9;7,2;90,9;0,8
01/08/2006;91,8;11,5;93,3;2,6
01/09/2006;95,7;5,9;92,5;-0,9
01/10/2006;95,9;9,6;92,3;-0,2
01/11/2006;98,1;8,0;93,0;0,8
01/12/2006;81,7;5,1;95,8;3,0
01/01/2007;93,2;11,1;95,2;-0,6
01/02/2007;91,2;10,1;95,8;0,6
01/03/2007;103,0;7,9;96,1;0,3
01/04/2007;93,2;10,4;95,3;-0,8
01/05/2007;97,3;3,1;96,3;1,0
01/06/2007;99,3;7,2;96,9;0,6
01/07/2007;99,1;10,2;96,8;-0,1
01/08/2007;96,2;4,8;97,4;0,6
01/09/2007;98,3;2,7;98,1;0,7
01/10/2007;104,7;9,2;97,8;-0,3
01/11/2007;102,8;4,8;97,6;-0,2
01/12/2007;81,2;-0,6;100,0;2,5
01/01/2008;97,6;4,7;99,6;-0,4
01/02/2008;98,7;8,2;100,4;0,8
01/03/2008;98,1;-4,8;100,5;0,1
01/04/2008;107,7;15,6;100,3;-0,2
01/05/2008;97,8;0,5;98,8;-1,5
01/06/2008;103,8;4,5;99,0;0,2
01/07/2008;103,5;4,4;97,9;-1,1
01/08/2008;92,8;-3,5;99,7;1,8
01/09/2008;102,8;4,6;96,4;-3,3
01/10/2008;100,9;-3,6;94,3;-2,2
01/11/2008;89,4;-13,0;88,4;-6,3
01/12/2008;69,6;-14,3;82,2;-7,0
01/01/2009;72,1;-26,1;76,8;-6,6
01/02/2009;72,8;-26,2;76,4;-0,5
01/03/2009;80,2;-18,2;74,9;-2,0
01/04/2009;74,1;-31,2;73,3;-2,1
01/05/2009;74,8;-23,5;76,3;4,1
01/06/2009;79,9;-23,0;77,9;2,1
01/07/2009;82,9;-19,9;78,3;0,5
01/08/2009;75,7;-18,4;80,5;2,8
01/09/2009;88,0;-14,4;82,7;2,7
01/10/2009;89,2;-11,6;83,1;0,5
01/11/2009;87,7;-1,9;84,1;1,2
01/12/2009;71,9;3,3;83,3;-1,0
01/01/2010;76,6;6,2;84,3;1,2
01/02/2010;80,5;10,6;84,4;0,1
01/03/2010;96,6;20,4;86,5;2,5
01/04/2010;90,2;21,7;89,4;3,4
01/05/2010;89,7;19,9;91,6;2,5
01/06/2010;96,6;20,9;91,3;-0,3
01/07/2010;93,9;13,3;91,6;0,3
01/08/2010;90,2;19,2;93,1;1,6
01/09/2010;98,7;12,2;92,9;-0,2
01/10/2010;97,9;9,8;94,4;1,6
01/11/2010;99,0;12,9;94,3;-0,1
01/12/2010;82,6;14,9;93,4;-1,0
01/01/2011;90,1;17,6;96,1;2,9
01/02/2011;93,6;16,3;96,7;0,6
01/03/2011;107,1;10,9;97,1;0,4
01/04/2011;95,7;6,1;97,9;0,8
01/05/2011;105,7;17,8;97,9;0,0
01/06/2011;96,8;0,2;97,5;-0,4
01/07/2011;98,6;5,0;99,2;1,7
01/08/2011;98,6;9,3;99,2;0,0
01/09/2011;103,3;4,7;97,3;-1,9
01/10/2011;97,7;-0,2;97,7;0,4
01/11/2011;101,8;2,8;97,0;-0,7
01/12/2011;84,0;1,7;95,2;-1,9
01/01/2012;92,8;3,0;95,8;0,6
01/02/2012;94,5;1,0;95,7;-0,1
01/03/2012;103,8;-3,1;95,9;0,2
01/04/2012;93,8;-2,0;95,9;0,0
01/05/2012;97,8;-7,5;96,5;0,6
01/06/2012;98,6;1,9;96,2;-0,3
01/07/2012;98,9;0,3;96,3;0,1
01/08/2012;95,4;-3,2;96,0;-0,3
01/09/2012;94,2;-8,8;94,8;-1,3
01/10/2012;100,4;2,8;94,3;-0,5
01/11/2012;97,8;-3,9;93,1;-1,3
01/12/2012;74,0;-11,9;92,7;-0,4
01/01/2013;91,7;-1,2;93,4;0,8
01/02/2013;89,1;-5,7;92,9;-0,5
01/03/2013;96,2;-7,3;94,6;1,8
01/04/2013;97,8;4,3;93,9;-0,7
01/05/2013;94,3;-3,6;95,2;1,4
01/06/2013;97,1;-1,5;95,5;0,3
01/07/2013;101,0;2,1;95,3;-0,2
01/08/2013;91,7;-3,9;95,2;-0,1
01/09/2013;97,9;3,9;95,6;0,4
01/10/2013;102,6;2,2;96,4;0,8
01/11/2013;98,4;0,6;96,8;0,4
01/12/2013;79,4;7,3;97,1;0,3
01/01/2014;94,0;2,5;96,9;-0,2
01/02/2014;95,0;6,6;97,6;0,7
01/03/2014;101,3;5,3;97,5;-0,1
01/04/2014;98,5;0,7;97,5;0,0
01/05/2014;96,9;2,8;95,8;-1,7
01/06/2014;95,8;-1,3;96,4;0,6
01/07/2014;103,2;2,2;97,3;0,9
01/08/2014;89,3;-2,6;95,7;-1,6
01/09/2014;101,5;3,7;96,1;0,4
01/10/2014;102,7;0,1;96,6;0,5
01/11/2014;96,9;-1,5;96,3;-0,3
01/12/2014;81,9;3,1;97,8;1,6
01/01/2015;90,5;-3,7;96,1;-1,7
01/02/2015;92,3;-2,8;96,2;0,1
01/03/2015;104,5;3,2;96,3;0,1
01/04/2015;98,2;-0,3;97,0;0,7
01/05/2015;92,1;-5,0;96,7;-0,3
01/06/2015;103,3;7,8;97,8;1,1
01/07/2015;102,9;-0,3;97,3;-0,5
01/08/2015;90,9;1,8;96,5;-0,8
01/09/2015;102,0;0,5;96,7;0,2
01/10/2015;102,3;-0,4;96,1;-0,6
01/11/2015;100,1;3,3;96,7;0,6
01/12/2015;83,7;2,2;97,3;0,6
01/01/2016;89,1;-1,5;97,5;0,2
01/02/2016;97,8;6,0;98,6;1,1
01/03/2016;102,2;-2,2;97,0;-1,6
01/04/2016;102,0;3,9;97,6;0,6
01/05/2016;96,4;4,7;97,1;-0,5
01/06/2016;105,3;1,9;97,6;0,5
01/07/2016;96,1;-6,6;97,0;-0,6
01/08/2016;97,8;7,6;98,1;1,1
01/09/2016;103,6;1,6;98,4;0,3
01/10/2016;97,4;-4,8;97,9;-0,5
01/11/2016;102,8;2,7;98,4;0,5
01/12/2016;86,0;2,7;97,6;-0,8
01/01/2017;95,8;7,5;98,2;0,6
01/02/2017;95,3;-2,6;98,9;0,7
01/03/2017;111,2;8,8;99,0;0,1
01/04/2017;96,1;-5,8;101,1;2,1
01/05/2017;105,2;9,1;100,5;-0,6
01/06/2017;103,1;-2,1;101,0;0,5
01/07/2017;101,4;5,5;102,5;1,5
01/08/2017;102,9;5,2;103,4;0,9
01/09/2017;105,3;1,6;103,4;0,0
01/10/2017;101,9;4,6;102,3;-1,1
01/11/2017;109,8;6,8;105,1;2,7
01/12/2017;89,1;3,6;105,3;0,2
01/01/2018;101,7;6,2;102,9;-2,3
01/02/2018;98,4;3,3;101,8;-1,1
01/03/2018;107,3;-3,5;101,7;-0,1
01/04/2018;102,9;7,1;101,6;-0,1
