datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,trendkonjunkturkomponente_bv_41_2021100,trendkonjunkturkomponente_bv_41_vernderung_gegenber_vormonat_in_
01/08/2003,68.7,-7.8,80.6,0.5
01/09/2003,85.1,7.4,80.9,0.4
01/10/2003,84.3,4.6,81.2,0.4
01/11/2003,82.6,3.9,81.5,0.4
01/12/2003,79.0,5.3,81.7,0.2
01/01/2004,77.3,-1.5,82.2,0.6
01/02/2004,82.2,0.1,82.4,0.2
01/03/2004,94.2,16.6,82.7,0.4
01/04/2004,83.7,7.0,83.0,0.4
01/05/2004,78.2,-0.3,83.1,0.1
01/06/2004,86.9,11.3,83.2,0.1
01/07/2004,82.6,1.0,83.3,0.1
01/08/2004,75.6,10.0,83.5,0.2
01/09/2004,85.8,0.8,83.6,0.1
01/10/2004,86.0,2.0,83.8,0.2
01/11/2004,85.4,3.4,84.1,0.4
01/12/2004,95.2,20.5,84.4,0.4
01/01/2005,78.8,1.9,84.7,0.4
01/02/2005,79.8,-2.9,85.0,0.4
01/03/2005,90.7,-3.7,85.3,0.4
01/04/2005,87.5,4.5,85.6,0.4
01/05/2005,80.5,2.9,86.0,0.5
01/06/2005,96.4,10.9,86.2,0.2
01/07/2005,83.7,1.3,86.6,0.5
01/08/2005,82.3,8.9,86.6,0.0
01/09/2005,91.8,7.0,86.9,0.3
01/10/2005,85.0,-1.2,87.3,0.5
01/11/2005,92.2,8.0,87.6,0.3
01/12/2005,87.2,-8.4,88.0,0.5
01/01/2006,86.1,9.3,88.5,0.6
01/02/2006,85.0,6.5,89.0,0.6
01/03/2006,101.1,11.5,89.5,0.6
01/04/2006,82.8,-5.4,90.0,0.6
01/05/2006,94.2,17.0,90.6,0.7
01/06/2006,90.5,-6.1,91.3,0.8
01/07/2006,87.6,4.7,92.0,0.8
01/08/2006,90.9,10.4,93.0,1.1
01/09/2006,101.7,10.8,93.7,0.8
01/10/2006,92.4,8.7,94.4,0.7
01/11/2006,96.4,4.6,95.1,0.7
01/12/2006,89.7,2.9,95.7,0.6
01/01/2007,95.1,10.5,96.3,0.6
01/02/2007,94.4,11.1,97.0,0.7
01/03/2007,109.2,8.0,97.5,0.5
01/04/2007,93.7,13.2,98.0,0.5
01/05/2007,98.0,4.0,98.7,0.7
01/06/2007,103.4,14.3,99.1,0.4
01/07/2007,99.1,13.1,99.6,0.5
01/08/2007,92.2,1.4,99.8,0.2
01/09/2007,95.1,-6.5,100.2,0.4
01/10/2007,105.2,13.9,100.6,0.4
01/11/2007,106.0,10.0,100.9,0.3
01/12/2007,95.1,6.0,100.8,-0.1
01/01/2008,99.9,5.0,104.7,3.9
01/02/2008,100.3,6.3,102.5,-2.1
01/03/2008,98.5,-9.8,100.4,-2.0
01/04/2008,107.3,14.5,98.3,-2.1
01/05/2008,92.3,-5.8,96.0,-2.3
01/06/2008,98.9,-4.4,93.6,-2.5
01/07/2008,94.9,-4.2,91.0,-2.8
01/08/2008,85.3,-7.5,88.3,-3.0
01/09/2008,94.9,-0.2,85.7,-2.9
01/10/2008,87.3,-17.0,83.3,-2.8
01/11/2008,77.6,-26.8,81.1,-2.6
01/12/2008,71.8,-24.5,79.2,-2.3
01/01/2009,70.7,-29.2,77.3,-2.4
01/02/2009,68.6,-31.6,75.5,-2.3
01/03/2009,80.3,-18.5,74.2,-1.7
01/04/2009,69.3,-35.4,73.3,-1.2
01/05/2009,70.5,-23.6,72.7,-0.8
01/06/2009,72.6,-26.6,72.7,0.0
01/07/2009,84.5,-11.0,72.9,0.3
01/08/2009,69.6,-18.4,73.4,0.7
01/09/2009,77.1,-18.8,74.1,1.0
01/10/2009,75.3,-13.7,75.0,1.2
01/11/2009,77.1,-0.6,75.9,1.2
01/12/2009,72.1,0.4,76.9,1.3
01/01/2010,72.6,2.7,77.8,1.2
01/02/2010,74.3,8.3,78.7,1.2
01/03/2010,92.9,15.7,79.6,1.1
01/04/2010,81.9,18.2,80.5,1.1
01/05/2010,79.5,12.8,81.5,1.2
01/06/2010,88.7,22.2,82.5,1.2
01/07/2010,82.4,-2.5,83.6,1.3
01/08/2010,77.6,11.5,84.7,1.3
01/09/2010,88.4,14.7,85.8,1.3
01/10/2010,86.0,14.2,86.9,1.3
01/11/2010,92.6,20.1,87.6,0.8
01/12/2010,87.3,21.1,88.3,0.8
01/01/2011,85.5,17.8,89.0,0.8
01/02/2011,92.7,24.8,89.5,0.6
01/03/2011,100.8,8.5,90.0,0.6
01/04/2011,87.0,6.2,90.3,0.3
01/05/2011,114.0,43.4,90.6,0.3
01/06/2011,90.4,1.9,90.8,0.2
01/07/2011,89.7,8.9,90.9,0.1
01/08/2011,85.8,10.6,90.8,-0.1
01/09/2011,91.9,4.0,90.7,-0.1
01/10/2011,84.3,-2.0,90.5,-0.2
01/11/2011,93.2,0.6,90.2,-0.3
01/12/2011,90.3,3.4,89.8,-0.4
01/01/2012,86.4,1.1,89.3,-0.6
01/02/2012,88.8,-4.2,88.7,-0.7
01/03/2012,101.0,0.2,88.1,-0.7
01/04/2012,85.5,-1.7,87.6,-0.6
01/05/2012,86.8,-23.9,87.1,-0.6
01/06/2012,88.7,-1.9,86.6,-0.6
01/07/2012,87.3,-2.7,86.1,-0.6
01/08/2012,79.5,-7.3,85.7,-0.5
01/09/2012,81.3,-11.5,85.4,-0.4
01/10/2012,86.0,2.0,85.2,-0.2
01/11/2012,87.2,-6.4,85.2,0.0
01/12/2012,78.3,-13.3,85.4,0.2
01/01/2013,85.2,-1.4,85.6,0.2
01/02/2013,85.3,-3.9,85.9,0.4
01/03/2013,92.7,-8.2,86.2,0.3
01/04/2013,88.7,3.7,86.6,0.5
01/05/2013,80.0,-7.8,87.0,0.5
01/06/2013,90.3,1.8,87.5,0.6
01/07/2013,91.6,4.9,87.9,0.5
01/08/2013,84.0,5.7,88.4,0.6
01/09/2013,89.6,10.2,88.7,0.3
01/10/2013,88.8,3.3,88.9,0.2
01/11/2013,91.8,5.3,89.1,0.2
01/12/2013,80.8,3.2,89.3,0.2
01/01/2014,88.6,4.0,89.4,0.1
01/02/2014,89.1,4.5,89.5,0.1
01/03/2014,99.8,7.7,89.5,0.0
01/04/2014,92.3,4.1,89.6,0.1
01/05/2014,88.5,10.6,89.7,0.1
01/06/2014,85.8,-5.0,89.8,0.1
01/07/2014,94.4,3.1,90.1,0.3
01/08/2014,79.0,-6.0,90.5,0.4
01/09/2014,88.8,-0.9,90.8,0.3
01/10/2014,96.0,8.1,91.3,0.6
01/11/2014,88.3,-3.8,91.7,0.4
01/12/2014,87.3,8.0,92.1,0.4
01/01/2015,89.2,0.7,92.5,0.4
01/02/2015,89.7,0.7,92.9,0.4
01/03/2015,113.1,13.3,93.3,0.4
01/04/2015,95.2,3.1,93.5,0.2
