datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_2021100,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_vernderung_gegenber_vorsmonat_in_
01/03/2004,135.9,2.9,125.1,-1.3
01/04/2004,122.8,0.2,124.3,-0.6
01/05/2004,117.9,1.6,124.9,0.5
01/06/2004,112.3,2.2,124.1,-0.6
01/07/2004,113.7,2.0,122.5,-1.3
01/08/2004,111.8,2.0,123.4,0.7
01/09/2004,117.6,4.5,125.9,2.0
01/10/2004,127.2,2.3,125.8,-0.1
01/11/2004,134.9,6.8,126.5,0.6
01/12/2004,142.8,9.6,128.5,1.6
01/01/2005,137.5,-2.7,122.8,-4.4
01/02/2005,132.3,0.5,128.7,4.8
01/03/2005,137.0,0.8,127.5,-0.9
01/04/2005,125.8,2.4,127.1,-0.3
01/05/2005,118.1,0.2,125.0,-1.7
01/06/2005,114.0,1.5,125.9,0.7
01/07/2005,116.1,2.1,126.9,0.8
01/08/2005,113.2,1.3,124.8,-1.7
01/09/2005,115.0,-2.2,123.8,-0.8
01/10/2005,125.3,-1.5,124.7,0.7
01/11/2005,134.0,-0.7,126.0,1.0
01/12/2005,143.6,0.6,130.1,3.3
01/01/2006,152.7,11.1,135.4,4.1
01/02/2006,135.7,2.6,131.8,-2.7
01/03/2006,143.4,4.7,131.5,-0.2
01/04/2006,124.3,-1.2,128.4,-2.4
01/05/2006,117.7,-0.3,123.1,-4.1
01/06/2006,115.5,1.3,128.7,4.5
01/07/2006,117.8,1.5,128.6,-0.1
01/08/2006,115.2,1.8,127.1,-1.2
01/09/2006,113.9,-1.0,123.8,-2.6
01/10/2006,123.3,-1.6,122.2,-1.3
01/11/2006,131.3,-2.0,123.2,0.8
01/12/2006,135.9,-5.4,123.0,-0.2
01/01/2007,130.7,-14.4,115.7,-5.9
01/02/2007,121.8,-10.2,118.0,2.0
01/03/2007,130.2,-9.2,120.0,1.7
01/04/2007,117.2,-5.7,120.8,0.7
01/05/2007,117.6,-0.1,124.0,2.6
01/06/2007,115.2,-0.3,128.4,3.5
01/07/2007,115.2,-2.2,124.7,-2.9
01/08/2007,115.4,0.2,127.6,2.3
01/09/2007,116.9,2.6,128.2,0.5
01/10/2007,130.5,5.8,128.4,0.2
01/11/2007,136.2,3.7,127.7,-0.5
01/12/2007,138.1,1.6,124.8,-2.3
01/01/2008,133.0,1.8,117.7,-5.7
01/02/2008,125.9,3.4,117.2,-0.4
01/03/2008,130.0,-0.2,121.8,3.9
01/04/2008,127.8,9.0,129.3,6.2
01/05/2008,116.6,-0.9,123.6,-4.4
01/06/2008,110.2,-4.3,122.4,-1.0
01/07/2008,113.0,-1.9,121.4,-0.8
01/08/2008,106.9,-7.4,119.6,-1.5
01/09/2008,113.4,-3.0,122.8,2.7
01/10/2008,124.0,-5.0,122.2,-0.5
01/11/2008,122.0,-10.4,114.9,-6.0
01/12/2008,125.8,-8.9,113.5,-1.2
01/01/2009,132.1,-0.7,118.1,4.1
01/02/2009,116.6,-7.4,112.6,-4.7
01/03/2009,117.1,-9.9,107.8,-4.3
01/04/2009,104.0,-18.6,106.8,-0.9
01/05/2009,101.3,-13.1,107.7,0.8
01/06/2009,106.0,-3.8,118.2,9.7
01/07/2009,109.2,-3.4,117.2,-0.8
01/08/2009,105.6,-1.2,117.9,0.6
01/09/2009,108.7,-4.1,117.8,-0.1
01/10/2009,118.4,-4.5,116.3,-1.3
01/11/2009,120.8,-1.0,112.9,-2.9
01/12/2009,130.5,3.7,117.8,4.3
01/01/2010,133.2,0.8,121.1,2.8
01/02/2010,121.0,3.8,117.4,-3.1
01/03/2010,122.0,4.2,111.8,-4.8
01/04/2010,113.8,9.4,117.6,5.2
01/05/2010,112.5,11.1,120.4,2.4
01/06/2010,103.0,-2.8,113.2,-6.0
01/07/2010,111.3,1.9,119.1,5.2
01/08/2010,107.0,1.3,116.6,-2.1
01/09/2010,110.9,2.0,117.7,0.9
01/10/2010,121.4,2.5,118.4,0.6
01/11/2010,124.9,3.4,118.6,0.2
01/12/2010,134.0,2.7,123.3,4.0
01/01/2011,129.9,-2.5,117.3,-4.9
01/02/2011,120.4,-0.5,116.8,-0.4
01/03/2011,125.5,2.9,115.4,-1.2
01/04/2011,107.6,-5.4,112.1,-2.9
01/05/2011,104.2,-7.4,109.6,-2.2
01/06/2011,98.2,-4.7,109.5,-0.1
01/07/2011,104.9,-5.8,112.8,3.0
01/08/2011,103.9,-2.9,112.2,-0.5
01/09/2011,104.2,-6.0,109.8,-2.1
01/10/2011,113.9,-6.2,111.8,1.8
01/11/2011,117.8,-5.7,112.1,0.3
01/12/2011,121.7,-9.2,112.9,0.7
01/01/2012,125.6,-3.3,112.4,-0.4
01/02/2012,127.6,6.0,119.8,6.6
01/03/2012,124.3,-1.0,114.8,-4.2
01/04/2012,111.5,3.6,116.2,1.2
01/05/2012,108.4,4.0,116.0,-0.2
01/06/2012,104.8,6.7,116.2,0.2
