datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_2021100,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_vernderung_gegenber_vorsmonat_in_
01/07/2012,98.7,4.3,99.6,1.5
01/08/2012,90.4,1.3,101.2,1.6
01/09/2012,99.9,-8.3,98.2,-3.0
01/10/2012,100.1,3.5,94.8,-3.5
01/11/2012,104.5,-3.5,94.8,0.0
01/12/2012,96.0,-9.7,97.4,2.7
01/01/2013,81.0,-2.6,93.8,-3.7
01/02/2013,89.6,-8.1,96.0,2.3
01/03/2013,103.0,-7.8,100.3,4.5
01/04/2013,103.3,12.0,99.9,-0.4
01/05/2013,93.0,-5.3,97.0,-2.9
01/06/2013,102.6,-0.3,99.3,2.4
01/07/2013,99.1,0.4,96.2,-3.1
01/08/2013,87.4,-3.3,101.4,5.4
01/09/2013,106.3,6.4,100.5,-0.9
01/10/2013,103.0,2.9,97.6,-2.9
01/11/2013,109.6,4.9,103.4,5.9
01/12/2013,103.8,8.1,102.6,-0.8
01/01/2014,89.0,9.9,104.6,1.9
01/02/2014,97.7,9.0,102.8,-1.7
01/03/2014,108.6,5.4,103.2,0.4
01/04/2014,100.2,-3.0,100.6,-2.5
01/05/2014,99.9,7.4,101.3,0.7
01/06/2014,103.4,0.8,103.2,1.9
01/07/2014,107.9,8.9,104.8,1.6
01/08/2014,83.0,-5.0,100.1,-4.5
01/09/2014,113.9,7.1,103.5,3.4
01/10/2014,109.4,6.2,103.3,-0.2
01/11/2014,111.4,1.6,106.6,3.2
01/12/2014,109.5,5.5,105.7,-0.8
01/01/2015,86.0,-3.4,105.2,-0.5
01/02/2015,98.2,0.5,104.9,-0.3
01/03/2015,117.5,8.2,104.9,0.0
01/04/2015,105.4,5.2,105.6,0.7
01/05/2015,98.0,-1.9,108.2,2.5
01/06/2015,114.9,11.1,105.9,-2.1
01/07/2015,111.7,3.5,109.6,3.5
01/08/2015,88.6,6.7,105.0,-4.2
01/09/2015,116.1,1.9,105.4,0.4
01/10/2015,116.2,6.2,110.4,4.7
01/11/2015,114.8,3.1,104.9,-5.0
01/12/2015,114.6,4.7,106.7,1.7
01/01/2016,84.4,-1.9,107.6,0.8
01/02/2016,105.3,7.2,108.1,0.5
01/03/2016,115.4,-1.8,107.2,-0.8
01/04/2016,113.3,7.5,108.8,1.5
01/05/2016,102.1,4.2,106.8,-1.8
01/06/2016,119.0,3.6,106.8,0.0
01/07/2016,98.5,-11.8,105.2,-1.5
01/08/2016,98.0,10.6,107.9,2.6
01/09/2016,118.4,2.0,107.7,-0.2
01/10/2016,106.4,-8.4,110.4,2.5
01/11/2016,119.8,4.4,107.9,-2.3
01/12/2016,115.4,0.7,104.3,-3.3
01/01/2017,91.4,8.3,107.0,2.6
01/02/2017,102.3,-2.8,109.2,2.1
01/03/2017,127.7,10.7,109.3,0.1
01/04/2017,102.1,-9.9,111.1,1.6
01/05/2017,113.8,11.5,110.8,-0.3
01/06/2017,115.9,-2.6,111.6,0.7
01/07/2017,104.5,6.1,111.9,0.3
01/08/2017,104.9,7.0,115.7,3.4
01/09/2017,120.3,1.6,114.3,-1.2
01/10/2017,106.5,0.1,110.0,-3.8
01/11/2017,128.7,7.4,115.6,5.1
01/12/2017,120.6,4.5,114.6,-0.9
01/01/2018,98.2,7.4,112.8,-1.6
01/02/2018,103.0,0.7,109.8,-2.7
01/03/2018,121.5,-4.9,113.3,3.2
01/04/2018,115.1,12.7,115.3,1.8
01/05/2018,108.7,-4.5,113.6,-1.5
01/06/2018,121.5,4.8,113.9,0.3
01/07/2018,108.3,3.6,111.3,-2.3
01/08/2018,101.3,-3.4,111.7,0.4
01/09/2018,110.4,-8.2,109.3,-2.1
01/10/2018,115.7,8.6,110.9,1.5
01/11/2018,120.4,-6.4,107.8,-2.8
01/12/2018,113.7,-5.7,114.3,6.0
01/01/2019,100.0,1.8,114.7,0.3
01/02/2019,108.9,5.7,114.4,-0.3
01/03/2019,121.7,0.2,115.7,1.1
01/04/2019,113.0,-1.8,113.4,-2.0
01/05/2019,116.7,7.4,113.6,0.2
01/06/2019,107.4,-11.6,112.7,-0.8
01/07/2019,112.0,3.4,110.4,-2.0
01/08/2019,98.3,-3.0,113.0,2.4
01/09/2019,117.7,6.6,111.9,-1.0
01/10/2019,113.7,-1.7,109.0,-2.6
01/11/2019,116.1,-3.6,108.2,-0.7
01/12/2019,111.7,-1.8,108.8,0.6
01/01/2020,93.6,-6.4,109.1,0.3
01/02/2020,102.2,-6.2,109.2,0.1
01/03/2020,104.3,-14.3,93.7,-14.2
01/04/2020,56.8,-49.7,57.1,-39.1
01/05/2020,69.9,-40.1,74.1,29.8
01/06/2020,96.3,-10.3,93.0,25.5
01/07/2020,100.3,-10.4,99.0,6.5
01/08/2020,82.6,-16.0,98.0,-1.0
01/09/2020,109.8,-6.7,100.1,2.1
01/10/2020,110.2,-3.1,104.9,4.8
01/11/2020,115.5,-0.5,104.4,-0.5
01/12/2020,113.3,1.4,104.4,0.0
01/01/2021,80.1,-14.4,102.5,-1.8
01/02/2021,94.8,-7.2,99.7,-2.7
01/03/2021,122.8,17.7,105.5,5.8
01/04/2021,99.8,75.7,101.1,-4.2
01/05/2021,94.1,34.6,99.5,-1.6
01/06/2021,105.0,9.0,96.8,-2.7
01/07/2021,97.7,-2.6,100.6,3.9
01/08/2021,79.9,-3.3,91.2,-9.3
01/09/2021,100.3,-8.7,91.3,0.1
01/10/2021,95.6,-13.2,95.4,4.5
01/11/2021,114.3,-1.0,101.5,6.4
01/12/2021,115.6,2.0,102.6,1.1
01/01/2022,88.0,9.9,108.1,5.4
01/02/2022,97.5,2.8,102.8,-4.9
01/03/2022,110.1,-10.3,94.6,-8.0
01/04/2022,90.7,-9.1,96.0,1.5
01/05/2022,104.5,11.1,101.7,5.9
01/06/2022,110.5,5.2,105.9,4.1
01/07/2022,98.9,1.2,106.1,0.2
01/08/2022,97.5,22.0,107.8,1.6
01/09/2022,119.3,18.9,108.7,0.8
01/10/2022,105.1,9.9,110.4,1.6
01/11/2022,127.5,11.5,113.1,2.4
01/12/2022,128.3,11.0,113.7,0.5
01/01/2023,90.6,3.0,106.8,-6.1
01/02/2023,103.8,6.5,111.1,4.0
01/03/2023,125.4,13.9,107.7,-3.1
01/04/2023,96.6,6.5,106.8,-0.8
01/05/2023,109.8,5.1,111.3,4.2
01/06/2023,118.5,7.2,108.8,-2.2
01/07/2023,100.4,1.5,107.6,-1.1
01/08/2023,95.6,-1.9,106.1,-1.4
01/09/2023,114.1,-4.4,108.5,2.3
01/10/2023,105.1,0.0,105.9,-2.4
01/11/2023,117.5,-7.8,104.1,-1.7
01/12/2023,116.4,-9.3,108.7,4.4
01/01/2024,88.2,-2.6,102.2,-6.0
01/02/2024,101.6,-2.1,104.3,2.1
01/03/2024,106.2,-15.3,103.4,-0.9
01/04/2024,105.5,9.2,103.2,-0.2
01/05/2024,97.7,-11.0,101.9,-1.3
01/06/2024,106.2,-10.4,102.7,0.8
01/07/2024,101.2,0.8,99.9,-2.7
01/08/2024,89.2,-6.7,103.4,3.5
01/09/2024,107.6,-5.7,102.2,-1.2
01/10/2024,104.8,-0.3,101.5,-0.7
01/11/2024,111.4,-5.2,102.5,1.0
